reviewSorter	reviewCode	comparisonNo	outcomeNo	subGroupNo	subGroupNo_old	study	year	n1	N1	n2	N2	sorter	method	_merge	methods_string
328	cd000492	1	9	1	2	Israel 1989	1989	2	34	6	32	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Australia 1996	1996	3	52	5	50	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	China 1996	1996	4	40	6	44	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	China 1999	1999	4	118	6	75	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	2	Japan 1999	1999	6	20	11	20	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	2	Australia 1997	1997	6	58	8	50	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Israel 1994	1994	11	24	15	23	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	2	Zimbabwe 1998	1998	21	113	30	117	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	USA 1993	1993	26	302	30	302	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Thailand 1996	1996	35	651	36	697	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Brazil  1996	1996	106	476	129	494	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	USA 1993a	1993	157	1485	147	1500	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Italy 1993	1993	171	565	154	477	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Barbados 1998	1998	255	1819	270	1822	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	Jamaica 1998	1998	447	3023	463	3026	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	2	USA 1998	1998	502	1254	532	1249	2935	4	3	RR Fixed (MH)
328	cd000492	1	9	1	1	CLASP 1994	1994	686	3992	761	3982	2935	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Netherlands 1986	1986	0	23	4	23	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Finland 1997	1997	1	13	1	13	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Austria 1992	1992	1	22	1	19	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	UK 1995	1995	1	58	1	60	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Italy 1989	1989	2	17	5	16	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Israel 1989	1989	2	34	6	32	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Australia 1996	1996	3	52	5	50	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	China 1999	1999	4	118	6	75	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Australia 1997	1997	6	58	8	50	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Israel 1994	1994	11	24	15	24	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Zimbabwe 1998	1998	21	113	30	117	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	USA 1993	1993	24	302	30	302	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Thailand 1996	1996	35	651	36	697	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Brazil  1996	1996	106	476	129	494	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	USA 1993a	1993	157	1485	147	1500	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Italy 1993	1993	171	565	154	477	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Barbados 1998	1998	255	1819	270	1822	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	Jamaica 1998	1998	447	3023	463	3026	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	USA 1998	1998	502	1254	532	1249	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	1	1	CLASP 1994	1994	686	3992	761	3982	2936	4	3	RR Fixed (MH)
328	cd000492	1	10	2	2	UK 1995	1995	1	58	1	60	2937	4	3	RR Fixed (MH)
328	cd000492	1	10	2	2	China 1999	1999	2	118	2	75	2937	4	3	RR Fixed (MH)
328	cd000492	1	10	2	2	Thailand 1996	1996	2	651	6	697	2937	4	3	RR Fixed (MH)
328	cd000492	1	10	2	2	USA 1993	1993	9	302	9	302	2937	4	3	RR Fixed (MH)
328	cd000492	1	10	2	2	USA 1993a	1993	56	1485	62	1500	2937	4	3	RR Fixed (MH)
328	cd000492	1	10	3	3	Japan 1999	1999	0	20	3	20	2938	4	3	RR Fixed (MH)
328	cd000492	1	10	3	3	China 1999	1999	1	118	1	75	2938	4	3	RR Fixed (MH)
328	cd000492	1	10	3	3	Thailand 1996	1996	2	651	5	697	2938	4	3	RR Fixed (MH)
328	cd000492	1	10	3	3	USA 1993	1993	5	302	7	302	2938	4	3	RR Fixed (MH)
328	cd000492	1	10	3	3	Barbados 1998	1998	74	1819	76	1822	2938	4	3	RR Fixed (MH)
328	cd000492	1	10	3	3	Jamaica 1998	1998	129	3023	125	3026	2938	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	UK 1992b	1992	0	10	1	16	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Finland 1997	1997	0	13	1	13	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	Italy 1989	1989	0	17	1	16	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Austria 1992	1992	0	22	1	19	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	China 1996	1996	0	40	4	44	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	France 1985	1985	0	48	5	45	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Netherlands 1986	1986	1	23	1	23	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	USA 1994	1994	1	24	1	25	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	UK 1990	1990	1	48	3	52	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	USA 1993	1993	1	302	1	302	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Thailand 1996	1996	1	651	0	697	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	S Africa 1988	1988	2	30	1	14	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	France 1990	1990	2	46	2	45	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Israel 1994	1994	2	48	2	48	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	Finland 1993	1993	2	97	0	100	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	Australia 1997	1997	4	58	2	50	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	Zimbabwe 1998	1998	5	114	13	122	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	EPREDA 1991	1991	7	156	6	73	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Italy 1993	1993	18	629	19	532	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	USA 1993a	1993	22	1505	14	1519	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Brazil  1996	1996	35	482	30	503	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Barbados 1998	1998	44	1834	38	1841	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	2	USA 1998	1998	72	1612	93	1604	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	CLASP 1994	1994	77	4123	97	4134	2939	4	3	RR Fixed (MH)
328	cd000492	1	11	1	1	Jamaica 1998	1998	86	3023	103	3026	2939	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Finland 1997	1997	0	13	1	13	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Austria 1992	1992	0	22	1	19	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Israel 1994	1994	0	48	2	48	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	France 1985	1985	0	48	4	45	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Netherlands 1986	1986	1	23	0	23	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	USA 1994	1994	1	24	1	25	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	UK 1990	1990	1	48	2	52	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Finland 1993	1993	1	97	0	100	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	USA 1993	1993	1	302	1	302	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Thailand 1996	1996	1	651	0	697	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	S Africa 1988	1988	2	30	1	14	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	France 1990	1990	2	46	2	45	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	EPREDA 1991	1991	2	156	2	73	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Australia 1997	1997	4	58	0	50	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Italy 1993	1993	13	634	14	538	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	USA 1993a	1993	17	1505	7	1519	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Brazil  1996	1996	28	482	23	503	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	Barbados 1998	1998	29	1834	27	1841	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	1	1	USA 1998	1998	40	1612	56	1604	2940	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Austria 1992	1992	0	22	1	19	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	UK 1990	1990	1	48	3	52	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	USA 1993	1993	1	302	1	302	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Israel 1994	1994	2	48	2	48	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Australia 1997	1997	4	58	2	50	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Zimbabwe 1998	1998	5	114	13	122	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Italy 1993	1993	18	634	19	538	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	USA 1993a	1993	22	1505	14	1519	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Brazil  1996	1996	35	482	30	503	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	2	2	Jamaica 1998	1998	86	3023	103	3026	2941	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	UK 1992b	1992	0	10	1	16	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	Netherlands 1986	1986	0	23	1	23	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	China 1996	1996	0	40	4	44	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	France 1985	1985	0	48	1	45	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	UK 1990	1990	0	48	1	52	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	Australia 1997	1997	0	58	2	50	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	Finland 1993	1993	1	97	0	100	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	Israel 1994	1994	2	48	0	46	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	EPREDA 1991	1991	5	156	2	73	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	USA 1993a	1993	5	1505	7	1519	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	Brazil  1996	1996	7	482	7	503	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	Barbados 1998	1998	14	1834	11	1841	2942	4	3	RR Fixed (MH)
328	cd000492	1	12	3	3	USA 1998	1998	32	1612	37	1604	2942	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	Netherlands 1989	1989	0	5	2	5	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Netherlands 1986	1986	0	23	3	23	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	USA 1994	1994	0	24	1	25	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	France 1985	1985	0	48	4	41	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Austria 1992	1992	1	22	2	19	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Finland 1997	1997	2	13	1	13	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	Israel 1989	1989	2	34	6	32	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	China 1996	1996	3	40	12	44	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	UK 1995	1995	3	58	3	60	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	Finland 1993	1993	4	97	9	100	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	Japan 1999	1999	6	20	12	20	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Israel 1994	1994	6	48	11	48	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	UK 1990	1990	7	48	7	52	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	China 1999	1999	12	118	7	75	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Australia 1996	1996	14	52	11	50	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	USA 1993	1993	17	302	19	302	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	Zimbabwe 1998	1998	18	114	20	122	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	EPREDA 1991	1991	20	156	19	73	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Australia 1995	1995	22	29	21	30	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Brazil  1996	1996	41	482	51	503	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Thailand 1996	1996	58	651	49	697	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	Italy 1993	1993	67	616	54	538	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	USA 1993a	1993	69	1505	88	1519	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	2	USA 1998	1998	133	1606	113	1590	2943	4	3	RR Fixed (MH)
328	cd000492	1	13	1	1	CLASP 1994	1994	244	4123	272	4134	2943	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Netherlands 1989	1989	0	5	2	5	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	3	Netherlands 1986	1986	0	23	3	23	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	3	France 1985	1985	0	48	4	41	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Austria 1992	1992	1	22	2	19	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Finland 1997	1997	2	13	1	13	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Israel 1989	1989	2	34	6	32	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	4	China 1996	1996	3	40	12	44	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	2	UK 1995	1995	3	58	3	60	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	3	Finland 1993	1993	4	97	9	100	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Israel 1994	1994	6	48	11	48	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	2	UK 1990	1990	7	48	7	52	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Australia 1996	1996	14	52	11	50	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	USA 1993	1993	17	302	19	302	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	EPREDA 1991	1991	20	156	19	73	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	3	Australia 1995	1995	22	29	21	30	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	3	Brazil  1996	1996	41	482	51	503	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	4	Thailand 1996	1996	58	651	49	697	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	2	Italy 1993	1993	67	634	54	538	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	USA 1993a	1993	69	1505	88	1519	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	1	Italy 1993	1993	117	634	95	538	2944	4	3	RR Fixed (MH)
328	cd000492	1	14	1	3	CLASP 1994	1994	244	4123	272	4134	2944	4	3	RR Fixed (MH)
328	cd000492	1	15	0	0	UK 1990	1990	7	48	13	52	2945	4	3	RR Fixed (MH)
328	cd000492	1	15	0	0	Australia 1997	1997	7	58	10	50	2945	4	3	RR Fixed (MH)
328	cd000492	1	15	0	0	Italy 1993	1993	169	616	142	518	2945	4	3	RR Fixed (MH)
328	cd000492	1	15	0	0	Jamaica 1998	1998	303	3023	325	3026	2945	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	UK 1995	1995	1	58	2	60	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Israel 1989	1989	2	34	7	32	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Thailand 1996	1996	4	651	5	697	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Australia 1997	1997	9	54	13	50	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Finland 1993	1993	10	97	21	100	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Australia 1995	1995	13	29	7	30	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Zimbabwe 1998	1998	17	114	12	122	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	USA 1993a	1993	132	1505	142	1519	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Italy 1993	1993	181	616	157	518	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Barbados 1998	1998	272	1834	293	1841	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	Jamaica 1998	1998	285	3023	263	3026	2946	4	3	RR Fixed (MH)
328	cd000492	1	16	0	0	CLASP 1994	1994	946	4810	1016	4821	2946	4	3	RR Fixed (MH)
328	cd000492	1	17	0	0	Barbados 1998	1998	0	1834	1	1841	2947	4	3	RR Fixed (MH)
328	cd000492	1	17	0	0	Jamaica 1998	1998	1	3023	0	3026	2947	4	3	RR Fixed (MH)
328	cd000492	1	17	0	0	Australia 1995	1995	2	29	3	30	2947	4	3	RR Fixed (MH)
328	cd000492	1	17	0	0	USA 1998	1998	28	1608	19	1595	2947	4	3	RR Fixed (MH)
328	cd000492	1	17	0	0	CLASP 1994	1994	33	4810	45	4821	2947	4	3	RR Fixed (MH)
328	cd000492	1	18	0	0	Austria 1992	1992	2	22	2	19	2948	4	3	RR Fixed (MH)
328	cd000492	1	18	0	0	Jamaica 1998	1998	3	3023	2	3026	2948	4	3	RR Fixed (MH)
328	cd000492	1	18	0	0	Brazil  1996	1996	9	482	5	503	2948	4	3	RR Fixed (MH)
328	cd000492	1	18	0	0	Barbados 1998	1998	9	1834	9	1841	2948	4	3	RR Fixed (MH)
328	cd000492	1	18	0	0	USA 1998	1998	16	1610	14	1600	2948	4	3	RR Fixed (MH)
328	cd000492	1	18	0	0	CLASP 1994	1994	47	4810	45	4821	2948	4	3	RR Fixed (MH)
328	cd000492	1	21	7	7	Italy 1993	1993	36	427	44	361	2949	4	3	RR Fixed (MH)
328	cd000492	1	21	7	7	CLASP 1994	1994	236	2146	248	2219	2949	4	3	RR Fixed (MH)
328	cd000492	1	21	8	8	Italy 1993	1993	76	427	60	361	2950	4	3	RR Fixed (MH)
328	cd000492	1	21	8	8	CLASP 1994	1994	112	2146	129	2219	2950	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	Netherlands 1989	1989	0	5	3	5	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Australia 1990	1990	0	9	5	11	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	Italy 1989	1989	0	17	3	16	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	Austria 1992	1992	0	22	4	19	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	Netherlands 1986	1986	1	23	3	23	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	Israel 1994	1994	1	24	6	23	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	Finland 1997	1997	2	13	1	13	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	UK 1995	1995	2	58	4	60	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Tanzania 1995	1995	2	64	4	63	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	Israel 1989	1989	3	34	4	31	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	China 1996	1996	4	40	12	44	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	France 1990	1990	4	46	7	45	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	UK 1990	1990	6	48	13	52	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	Australia 1996	1996	8	52	7	50	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Colorado 1993	1993	12	48	14	42	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	Finland 1993	1993	12	97	14	100	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	France 1985	1985	19	48	22	45	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	USA 1993	1993	19	302	17	302	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	China 1999	1999	22	118	18	75	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Thailand 1996	1996	22	651	29	697	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	EPREDA 1991	1991	35	156	25	73	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Brazil  1996	1996	68	476	56	494	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Italy 1993	1993	69	497	42	423	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	USA 1993a	1993	100	1485	89	1500	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	2	Jamaica 1998	1998	135	1253	138	1294	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	3	Barbados 1998	1998	162	1819	172	1822	2951	4	3	RR Fixed (MH)
328	cd000492	2	1	1	1	Jamaica 1998	1998	203	1770	194	1732	2951	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Netherlands 1989	1989	0	5	1	5	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Austria 1992	1992	0	22	6	19	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Netherlands 1986	1986	0	23	7	23	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Israel 1994	1994	0	24	2	23	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	France 1985	1985	0	48	6	45	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	Tanzania 1995	1995	0	64	6	63	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Israel 1989	1989	1	34	7	31	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	France 1990	1990	1	46	4	45	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	UK 1990	1990	1	48	10	52	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	USA 1994	1994	3	24	5	25	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	China 1999	1999	3	118	7	75	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Finland 1997	1997	4	13	2	13	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	S Africa 1988	1988	4	30	4	14	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	China 1996	1996	4	40	12	44	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Australia 1996	1996	4	52	7	50	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Japan 1999	1999	5	20	12	20	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Australia 1997	1997	5	58	5	50	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	UK 1995	1995	5	58	7	60	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	EPREDA 1991	1991	5	156	8	73	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	USA 1993	1993	5	302	17	302	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	Colorado 1993	1993	6	48	9	42	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Finland 1993	1993	9	97	11	100	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	Thailand 1996	1996	9	651	19	697	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Barbados 1998	1998	10	739	12	746	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	Italy 1993	1993	12	497	9	423	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Brazil  1996	1996	16	192	8	172	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Brazil  1996	1996	16	284	22	322	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Zimbabwe 1998	1998	17	113	23	117	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	Italy 1999	1999	18	103	21	104	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Barbados 1998	1998	30	1080	34	1076	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	3	USA 1993a	1993	69	1485	94	1500	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	Jamaica 1998	1998	83	1253	64	1294	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	CLASP 1994	1994	91	1259	80	1233	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	2	USA 1998	1998	111	663	118	626	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	USA 1998	1998	120	591	136	623	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	Jamaica 1998	1998	132	1770	125	1732	2952	4	3	RR Fixed (MH)
328	cd000492	2	2	1	1	CLASP 1994	1994	176	2733	222	2749	2952	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	Thailand 1996	1996	0	651	1	697	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	2	Finland 1997	1997	2	13	0	13	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	2	UK 1995	1995	2	58	1	60	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	1	Australia 1997	1997	3	58	1	50	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	Brazil  1996	1996	5	476	7	494	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	1	EPREDA 1991	1991	7	156	6	73	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	Italy 1993	1993	7	565	9	477	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	Barbados 1998	1998	9	1819	14	1822	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	USA 1993a	1993	11	1485	2	1500	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	USA 1998	1998	15	1247	22	1239	2953	4	3	RR Fixed (MH)
328	cd000492	2	3	1	3	CLASP 1994	1994	86	4659	71	4650	2953	4	3	RR Fixed (MH)
328	cd000492	2	4	1	2	Netherlands 1986	1986	0	23	4	23	2954	4	3	RR Fixed (MH)
328	cd000492	2	4	1	2	Finland 1997	1997	1	13	1	13	2954	4	3	RR Fixed (MH)
